State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
RI,RI,2015,April,Heroin (T40.1),76,77,100,0.039028197872963,
RI,RI,2015,May,Heroin (T40.1),71,72,100,0.039070130884938,
RI,RI,2015,June,Heroin (T40.1),73,74,100,0.029165856503986,
RI,RI,2015,July,Heroin (T40.1),73,74,100,0.019295706705258,
RI,RI,2015,August,Heroin (T40.1),67,68,100,0.019288263091909,
RI,RI,2015,September,Heroin (T40.1),67,68,100,0.019204916458613,
RI,RI,2015,October,Heroin (T40.1),60,61,100,0.019091256204658,
RI,RI,2015,November,Heroin (T40.1),58,59,100,0.00952743902439,
RI,RI,2015,December,Heroin (T40.1),51,52,100,0,
RI,RI,2016,January,Heroin (T40.1),47,48,100,0,
RI,RI,2016,February,Heroin (T40.1),45,46,100,0,
RI,RI,2016,March,Heroin (T40.1),41,42,100,0,
RI,RI,2016,April,Heroin (T40.1),40,41,100,0.009843488532336,
RI,RI,2016,May,Heroin (T40.1),40,41,100,0.009870693909782,
RI,RI,2016,June,Heroin (T40.1),38,39,100,0.029785544082605,
RI,RI,2016,July,Heroin (T40.1),35,36,100,0.030081219292089,
RI,RI,2016,August,Heroin (T40.1),35,36,100,0.03000900270081,
RI,RI,2016,September,Heroin (T40.1),32,33,100,0.040060090135203,
RI,RI,2016,October,Heroin (T40.1),29,30,100,0.050251256281407,
RI,RI,2016,November,Heroin (T40.1),28,29,100,0.050301810865191,
RI,RI,2016,December,Heroin (T40.1),25,26,100,0.069839369450264,
RI,RI,2017,January,Heroin (T40.1),23,24,100,0.069478908188586,Underreported due to incomplete data
RI,RI,2017,February,Heroin (T40.1),20,21,100,0.069258929454833,Underreported due to incomplete data
RI,RI,2017,March,Heroin (T40.1),19,20,100,0.088347894375184,Underreported due to incomplete data
RI,RI,2017,April,Heroin (T40.1),20,21,100,0.078231957754743,Underreported due to incomplete data
RI,RI,2017,May,Heroin (T40.1),18,19,100,0.087736400857867,Underreported due to incomplete data
RI,RI,2017,June,Heroin (T40.1),16,17,100,0.06774412077809,Underreported due to incomplete data
RI,RI,2017,July,Heroin (T40.1),14,15,100,0.067476383265857,Underreported due to incomplete data
RI,RI,2017,August,Heroin (T40.1),12,13,100,0.067665538907685,Underreported due to incomplete data
RI,RI,2017,September,Heroin (T40.1),12,13,100,0.057742276970455,Underreported due to incomplete data
RI,RI,2017,October,Heroin (T40.1),13,14,100,0.048304511641387,Underreported due to incomplete data
RI,RI,2017,November,Heroin (T40.1),11,12,100,0.086713556219289,Underreported due to incomplete data
RI,RI,2017,December,Heroin (T40.1),12,13,100,0.124461464815701,Underreported due to incomplete data
RI,RI,2018,January,Heroin (T40.1),12,13,100,0.142775556824672,Underreported due to incomplete data
RI,RI,2018,February,Heroin (T40.1),11,12,100,0.192086054552439,Underreported due to incomplete data
RI,RI,2018,March,Heroin (T40.1),11,12,100,0.223279293272498,Underreported due to incomplete data
RI,RI,2015,January,Methadone (T40.3),27,28,100,0.069231530016813,
RI,RI,2015,February,Methadone (T40.3),28,29,100,0.039192631785224,
RI,RI,2015,March,Methadone (T40.3),31,32,100,0.03895597974289,
RI,RI,2015,April,Methadone (T40.3),31,32,100,0.039028197872963,
RI,RI,2015,May,Methadone (T40.3),33,34,100,0.039070130884938,
RI,RI,2015,June,Methadone (T40.3),32,33,100,0.029165856503986,
RI,RI,2015,July,Methadone (T40.3),30,31,100,0.019295706705258,
RI,RI,2015,August,Methadone (T40.3),31,32,100,0.019288263091909,
RI,RI,2015,September,Methadone (T40.3),34,35,100,0.019204916458613,
RI,RI,2015,October,Methadone (T40.3),35,36,100,0.019091256204658,
RI,RI,2015,November,Methadone (T40.3),36,37,100,0.00952743902439,
RI,RI,2015,December,Methadone (T40.3),31,31,100,0,
RI,RI,2016,January,Methadone (T40.3),30,30,100,0,
RI,RI,2016,February,Methadone (T40.3),30,30,100,0,
RI,RI,2016,March,Methadone (T40.3),26,26,100,0,
RI,RI,2016,April,Methadone (T40.3),26,27,100,0.009843488532336,
RI,RI,2016,May,Methadone (T40.3),27,28,100,0.009870693909782,
RI,RI,2016,June,Methadone (T40.3),28,29,100,0.029785544082605,
RI,RI,2016,July,Methadone (T40.3),29,30,100,0.030081219292089,
RI,RI,2016,August,Methadone (T40.3),32,33,100,0.03000900270081,
RI,RI,2016,September,Methadone (T40.3),30,31,100,0.040060090135203,
RI,RI,2016,October,Methadone (T40.3),30,31,100,0.050251256281407,
RI,RI,2016,November,Methadone (T40.3),27,28,100,0.050301810865191,
RI,RI,2016,December,Methadone (T40.3),31,32,100,0.069839369450264,
RI,RI,2017,January,Methadone (T40.3),34,35,100,0.069478908188586,Underreported due to incomplete data
RI,RI,2017,February,Methadone (T40.3),31,32,100,0.069258929454833,Underreported due to incomplete data
RI,RI,2017,March,Methadone (T40.3),31,32,100,0.088347894375184,Underreported due to incomplete data
RI,RI,2017,April,Methadone (T40.3),33,34,100,0.078231957754743,Underreported due to incomplete data
RI,RI,2017,May,Methadone (T40.3),31,32,100,0.087736400857867,Underreported due to incomplete data
RI,RI,2017,June,Methadone (T40.3),34,35,100,0.06774412077809,Underreported due to incomplete data
RI,RI,2017,July,Methadone (T40.3),34,35,100,0.067476383265857,Underreported due to incomplete data
RI,RI,2017,August,Methadone (T40.3),32,33,100,0.067665538907685,Underreported due to incomplete data
RI,RI,2017,September,Methadone (T40.3),31,32,100,0.057742276970455,Underreported due to incomplete data
RI,RI,2017,October,Methadone (T40.3),30,31,100,0.048304511641387,Underreported due to incomplete data
RI,RI,2017,November,Methadone (T40.3),33,34,100,0.086713556219289,Underreported due to incomplete data
RI,RI,2017,December,Methadone (T40.3),30,31,100,0.124461464815701,Underreported due to incomplete data
RI,RI,2018,January,Methadone (T40.3),28,29,100,0.142775556824672,Underreported due to incomplete data
RI,RI,2018,February,Methadone (T40.3),31,33,100,0.192086054552439,Underreported due to incomplete data
RI,RI,2018,March,Methadone (T40.3),33,35,100,0.223279293272498,Underreported due to incomplete data
RI,RI,2015,January,Natural & semi-synthetic opioids (T40.2),80,82,100,0.069231530016813,
RI,RI,2015,February,Natural & semi-synthetic opioids (T40.2),81,83,100,0.039192631785224,
RI,RI,2015,March,Natural & semi-synthetic opioids (T40.2),82,84,100,0.03895597974289,
RI,RI,2015,April,Natural & semi-synthetic opioids (T40.2),81,83,100,0.039028197872963,
RI,RI,2015,May,Natural & semi-synthetic opioids (T40.2),89,91,100,0.039070130884938,
RI,RI,2015,June,Natural & semi-synthetic opioids (T40.2),94,96,100,0.029165856503986,
RI,RI,2015,July,Natural & semi-synthetic opioids (T40.2),98,99,100,0.019295706705258,
RI,RI,2015,August,Natural & semi-synthetic opioids (T40.2),101,102,100,0.019288263091909,
RI,RI,2015,September,Natural & semi-synthetic opioids (T40.2),107,108,100,0.019204916458613,
RI,RI,2015,October,Natural & semi-synthetic opioids (T40.2),107,108,100,0.019091256204658,
RI,RI,2015,November,Natural & semi-synthetic opioids (T40.2),107,108,100,0.00952743902439,
RI,RI,2015,December,Natural & semi-synthetic opioids (T40.2),104,105,100,0,
RI,RI,2016,January,Natural & semi-synthetic opioids (T40.2),104,105,100,0,
RI,RI,2016,February,Natural & semi-synthetic opioids (T40.2),107,108,100,0,
RI,RI,2016,March,Natural & semi-synthetic opioids (T40.2),110,111,100,0,
RI,RI,2016,April,Natural & semi-synthetic opioids (T40.2),114,115,100,0.009843488532336,
RI,RI,2016,May,Natural & semi-synthetic opioids (T40.2),107,108,100,0.009870693909782,
RI,RI,2016,June,Natural & semi-synthetic opioids (T40.2),108,110,100,0.029785544082605,
RI,RI,2016,July,Natural & semi-synthetic opioids (T40.2),105,107,100,0.030081219292089,
RI,RI,2016,August,Natural & semi-synthetic opioids (T40.2),105,107,100,0.03000900270081,
RI,RI,2016,September,Natural & semi-synthetic opioids (T40.2),99,101,100,0.040060090135203,
RI,RI,2016,October,Natural & semi-synthetic opioids (T40.2),100,102,100,0.050251256281407,
RI,RI,2016,November,Natural & semi-synthetic opioids (T40.2),98,100,100,0.050301810865191,
RI,RI,2016,December,Natural & semi-synthetic opioids (T40.2),94,96,100,0.069839369450264,
RI,RI,2017,January,Natural & semi-synthetic opioids (T40.2),90,92,100,0.069478908188586,Underreported due to incomplete data
RI,RI,2017,February,Natural & semi-synthetic opioids (T40.2),83,85,100,0.069258929454833,Underreported due to incomplete data
RI,RI,2017,March,Natural & semi-synthetic opioids (T40.2),82,84,100,0.088347894375184,Underreported due to incomplete data
RI,RI,2017,April,Natural & semi-synthetic opioids (T40.2),76,78,100,0.078231957754743,Underreported due to incomplete data
RI,RI,2017,May,Natural & semi-synthetic opioids (T40.2),72,74,100,0.087736400857867,Underreported due to incomplete data
RI,RI,2017,June,Natural & semi-synthetic opioids (T40.2),77,79,100,0.06774412077809,Underreported due to incomplete data
RI,RI,2017,July,Natural & semi-synthetic opioids (T40.2),71,73,100,0.067476383265857,Underreported due to incomplete data
RI,RI,2017,August,Natural & semi-synthetic opioids (T40.2),74,76,100,0.067665538907685,Underreported due to incomplete data
RI,RI,2017,September,Natural & semi-synthetic opioids (T40.2),76,78,100,0.057742276970455,Underreported due to incomplete data
RI,RI,2017,October,Natural & semi-synthetic opioids (T40.2),77,79,100,0.048304511641387,Underreported due to incomplete data
RI,RI,2017,November,Natural & semi-synthetic opioids (T40.2),78,80,100,0.086713556219289,Underreported due to incomplete data
RI,RI,2017,December,Natural & semi-synthetic opioids (T40.2),79,81,100,0.124461464815701,Underreported due to incomplete data
RI,RI,2018,January,Natural & semi-synthetic opioids (T40.2),76,79,100,0.142775556824672,Underreported due to incomplete data
RI,RI,2018,February,Natural & semi-synthetic opioids (T40.2),75,79,100,0.192086054552439,Underreported due to incomplete data
RI,RI,2018,March,Natural & semi-synthetic opioids (T40.2),68,72,100,0.223279293272498,Underreported due to incomplete data
RI,RI,2015,January,Number of Deaths,10111,,100,0.069231530016813,
RI,RI,2015,February,Number of Deaths,10206,,100,0.039192631785224,
RI,RI,2015,March,Number of Deaths,10268,,100,0.03895597974289,
RI,RI,2015,April,Number of Deaths,10249,,100,0.039028197872963,
RI,RI,2015,May,Number of Deaths,10238,,100,0.039070130884938,
RI,RI,2015,June,Number of Deaths,10286,,100,0.029165856503986,
RI,RI,2015,July,Number of Deaths,10365,,100,0.019295706705258,
RI,RI,2015,August,Number of Deaths,10369,,100,0.019288263091909,
RI,RI,2015,September,Number of Deaths,10414,,100,0.019204916458613,
RI,RI,2015,October,Number of Deaths,10476,,100,0.019091256204658,
RI,RI,2015,November,Number of Deaths,10496,,100,0.00952743902439,
RI,RI,2015,December,Number of Deaths,10388,,100,0,
RI,RI,2016,January,Number of Deaths,10273,,100,0,
RI,RI,2016,February,Number of Deaths,10251,,100,0,
RI,RI,2016,March,Number of Deaths,10173,,100,0,
RI,RI,2016,April,Number of Deaths,10159,,100,0.009843488532336,
RI,RI,2016,May,Number of Deaths,10131,,100,0.009870693909782,
RI,RI,2016,June,Number of Deaths,10072,,100,0.029785544082605,
RI,RI,2016,July,Number of Deaths,9973,,100,0.030081219292089,
RI,RI,2016,August,Number of Deaths,9997,,100,0.03000900270081,
RI,RI,2016,September,Number of Deaths,9985,,100,0.040060090135203,
RI,RI,2016,October,Number of Deaths,9950,,100,0.050251256281407,
RI,RI,2016,November,Number of Deaths,9940,,100,0.050301810865191,
RI,RI,2016,December,Number of Deaths,10023,,100,0.069839369450264,
RI,RI,2017,January,Number of Deaths,10075,,100,0.069478908188586,Underreported due to incomplete data
RI,RI,2017,February,Number of Deaths,10107,,100,0.069258929454833,Underreported due to incomplete data
RI,RI,2017,March,Number of Deaths,10187,,100,0.088347894375184,Underreported due to incomplete data
RI,RI,2017,April,Number of Deaths,10226,,100,0.078231957754743,Underreported due to incomplete data
RI,RI,2017,May,Number of Deaths,10258,,100,0.087736400857867,Underreported due to incomplete data
RI,RI,2017,June,Number of Deaths,10333,,100,0.06774412077809,Underreported due to incomplete data
RI,RI,2017,July,Number of Deaths,10374,,100,0.067476383265857,Underreported due to incomplete data
RI,RI,2017,August,Number of Deaths,10345,,100,0.067665538907685,Underreported due to incomplete data
RI,RI,2017,September,Number of Deaths,10391,,100,0.057742276970455,Underreported due to incomplete data
RI,RI,2017,October,Number of Deaths,10351,,100,0.048304511641387,Underreported due to incomplete data
RI,RI,2017,November,Number of Deaths,10379,,100,0.086713556219289,Underreported due to incomplete data
RI,RI,2017,December,Number of Deaths,10445,,100,0.124461464815701,Underreported due to incomplete data
SC,SC,2015,March,Number of Drug Overdose Deaths,710,717,100,0.03065603923973,
RI,RI,2018,January,Number of Deaths,10506,,100,0.142775556824672,Underreported due to incomplete data
RI,RI,2018,February,Number of Deaths,10412,,100,0.192086054552439,Underreported due to incomplete data
RI,RI,2018,March,Number of Deaths,10301,,100,0.223279293272498,Underreported due to incomplete data
RI,RI,2015,January,Number of Drug Overdose Deaths,250,254,100,0.069231530016813,
RI,RI,2015,February,Number of Drug Overdose Deaths,254,257,100,0.039192631785224,
RI,RI,2015,March,Number of Drug Overdose Deaths,262,265,100,0.03895597974289,
RI,RI,2015,April,Number of Drug Overdose Deaths,267,270,100,0.039028197872963,
RI,RI,2015,May,Number of Drug Overdose Deaths,282,285,100,0.039070130884938,
RI,RI,2015,June,Number of Drug Overdose Deaths,296,299,100,0.029165856503986,
RI,RI,2015,July,Number of Drug Overdose Deaths,308,311,100,0.019295706705258,
RI,RI,2015,August,Number of Drug Overdose Deaths,308,311,100,0.019288263091909,
RI,RI,2015,September,Number of Drug Overdose Deaths,326,329,100,0.019204916458613,
RI,RI,2015,October,Number of Drug Overdose Deaths,322,325,100,0.019091256204658,
RI,RI,2015,November,Number of Drug Overdose Deaths,323,325,100,0.00952743902439,
RI,RI,2015,December,Number of Drug Overdose Deaths,319,321,100,0,
RI,RI,2016,January,Number of Drug Overdose Deaths,320,322,100,0,
RI,RI,2016,February,Number of Drug Overdose Deaths,322,324,100,0,
RI,RI,2016,March,Number of Drug Overdose Deaths,322,324,100,0,
RI,RI,2016,April,Number of Drug Overdose Deaths,328,330,100,0.009843488532336,
RI,RI,2016,May,Number of Drug Overdose Deaths,329,331,100,0.009870693909782,
RI,RI,2016,June,Number of Drug Overdose Deaths,338,341,100,0.029785544082605,
RI,RI,2016,July,Number of Drug Overdose Deaths,333,336,100,0.030081219292089,
RI,RI,2016,August,Number of Drug Overdose Deaths,337,340,100,0.03000900270081,
RI,RI,2016,September,Number of Drug Overdose Deaths,329,333,100,0.040060090135203,
RI,RI,2016,October,Number of Drug Overdose Deaths,330,334,100,0.050251256281407,
RI,RI,2016,November,Number of Drug Overdose Deaths,344,349,100,0.050301810865191,
RI,RI,2016,December,Number of Drug Overdose Deaths,346,352,100,0.069839369450264,
RI,RI,2017,January,Number of Drug Overdose Deaths,350,353,100,0.069478908188586,Underreported due to incomplete data
RI,RI,2017,February,Number of Drug Overdose Deaths,340,344,100,0.069258929454833,Underreported due to incomplete data
RI,RI,2017,March,Number of Drug Overdose Deaths,346,351,100,0.088347894375184,Underreported due to incomplete data
RI,RI,2017,April,Number of Drug Overdose Deaths,339,344,100,0.078231957754743,Underreported due to incomplete data
RI,RI,2017,May,Number of Drug Overdose Deaths,324,329,100,0.087736400857867,Underreported due to incomplete data
RI,RI,2017,June,Number of Drug Overdose Deaths,320,325,100,0.06774412077809,Underreported due to incomplete data
RI,RI,2017,July,Number of Drug Overdose Deaths,321,327,100,0.067476383265857,Underreported due to incomplete data
RI,RI,2017,August,Number of Drug Overdose Deaths,326,334,100,0.067665538907685,Underreported due to incomplete data
RI,RI,2017,September,Number of Drug Overdose Deaths,330,337,100,0.057742276970455,Underreported due to incomplete data
RI,RI,2017,October,Number of Drug Overdose Deaths,332,338,100,0.048304511641387,Underreported due to incomplete data
RI,RI,2017,November,Number of Drug Overdose Deaths,326,333,100,0.086713556219289,Underreported due to incomplete data
RI,RI,2017,December,Number of Drug Overdose Deaths,332,339,100,0.124461464815701,Underreported due to incomplete data
RI,RI,2018,January,Number of Drug Overdose Deaths,320,327,100,0.142775556824672,Underreported due to incomplete data
RI,RI,2018,February,Number of Drug Overdose Deaths,315,326,100,0.192086054552439,Underreported due to incomplete data
RI,RI,2018,March,Number of Drug Overdose Deaths,305,317,100,0.223279293272498,Underreported due to incomplete data
RI,RI,2015,January,"Opioids (T40.0-T40.4,T40.6)",214,218,100,0.069231530016813,
RI,RI,2015,February,"Opioids (T40.0-T40.4,T40.6)",218,221,100,0.039192631785224,
RI,RI,2015,March,"Opioids (T40.0-T40.4,T40.6)",221,224,100,0.03895597974289,
RI,RI,2015,April,"Opioids (T40.0-T40.4,T40.6)",221,224,100,0.039028197872963,
